meeting_id,account_id,deal_id,organizer_id,title,meeting_type,scheduled_start,scheduled_end,duration_minutes,location,status,agenda,summary,key_points,next_steps,outcome,attendee_contact_ids,attendee_user_ids
MTG-6062,ACC-1012,DL-4151,USR-3005,Synergy Media / Intellia Demo,Demo,2026-07-18 17:00:00,2026-07-18 17:30:00,30,Microsoft Teams,Completed,Quarterly business review and adoption update,Budget is committed but the timing sits behind a leadership review. Circulate pilot success criteria for sign-off.,"[""Adoption is concentrated in two teams; the rest of the org has not onboarded"", ""Champion is willing to socialize the business case internally"", ""Competitive evaluation is down to two vendors""]","[""Send the mutual action plan by end of week"", ""Share the ROI model with finance""]",Held,"[""CNT-2050""]","[""USR-3005""]"
MTG-6063,ACC-1012,DL-4091,USR-3005,Synergy Media / Intellia Demo,Demo,2026-05-19 15:00:00,2026-05-19 15:45:00,45,Google Meet,Completed,Validate the data connector and custom signal mapping,Procurement requires an executive sponsor before paperwork moves. Send the mutual action plan by end of week.,"[""Security review is the critical path item"", ""Budget is committed but the timing sits behind a leadership review"", ""Forecast accuracy is the metric leadership actually cares about""]","[""Schedule the executive alignment call"", ""Send the mutual action plan by end of week""]",Advanced,"[""CNT-2050""]","[""USR-3005""]"
MTG-6064,ACC-1012,DL-4031,USR-3005,Synergy Media / Intellia Executive Briefing,Executive Briefing,2026-05-27 08:00:00,2026-05-27 08:45:00,45,Customer site,Completed,Validate the data connector and custom signal mapping,Competitive evaluation is down to two vendors. Share the ROI model with finance.,"[""Procurement requires an executive sponsor before paperwork moves"", ""Competitive evaluation is down to two vendors"", ""Security review is the critical path item""]","[""Get procurement paperwork started"", ""Share the ROI model with finance""]",Advanced,"[""CNT-2050""]","[""USR-3005""]"
MTG-6065,ACC-1012,DL-4091,USR-3005,Synergy Media / Intellia Technical Validation,Technical Validation,2026-06-20 13:00:00,2026-06-20 13:30:00,30,Customer site,Completed,Confirm the security review timeline and owners,Procurement requires an executive sponsor before paperwork moves. Schedule the executive alignment call.,"[""Security review is the critical path item"", ""Budget is committed but the timing sits behind a leadership review"", ""Forecast accuracy is the metric leadership actually cares about""]","[""Send the mutual action plan by end of week"", ""Get procurement paperwork started""]",Slipped,"[""CNT-2051"", ""CNT-2052"", ""CNT-2050""]","[""USR-3005""]"
MTG-6066,ACC-1012,DL-4091,USR-3005,Synergy Media / Intellia Discovery,Discovery,2026-07-31 10:00:00,2026-07-31 10:30:00,30,Customer site,Completed,"Renewal scope, timing and expansion options",Forecast accuracy is the metric leadership actually cares about. Confirm the security questionnaire owner.,"[""Security review is the critical path item"", ""Competitive evaluation is down to two vendors"", ""The data team wants incremental sync rather than full refresh""]","[""Schedule the executive alignment call"", ""Send the mutual action plan by end of week""]",Held,"[""CNT-2050"", ""CNT-2051""]","[""USR-3005""]"
MTG-6067,ACC-1013,DL-4092,USR-3006,Astra Manufacturing / Intellia Executive Briefing,Executive Briefing,2026-08-14 13:00:00,2026-08-14 14:00:00,60,Microsoft Teams,Scheduled,Review the pilot results and agree next steps,,[],[],,"[""CNT-2056"", ""CNT-2055""]","[""USR-3006""]"
MTG-6068,ACC-1013,DL-4152,USR-3005,Astra Manufacturing / Intellia Demo,Demo,2026-07-25 17:30:00,2026-07-25 18:15:00,45,Google Meet,Completed,"Walk through pricing, packaging and the ramp plan",Budget is committed but the timing sits behind a leadership review. Get procurement paperwork started.,"[""Budget is committed but the timing sits behind a leadership review"", ""Competitive evaluation is down to two vendors"", ""The data team wants incremental sync rather than full refresh""]","[""Get procurement paperwork started"", ""Send the mutual action plan by end of week""]",Slipped,"[""CNT-2056""]","[""USR-3005""]"
MTG-6069,ACC-1013,DL-4092,USR-3006,Astra Manufacturing / Intellia Technical Validation,Technical Validation,2026-07-13 09:30:00,2026-07-13 10:00:00,30,Zoom,Completed,Align business outcome goals with the executive sponsor,Competitive evaluation is down to two vendors. Get procurement paperwork started.,"[""Budget is committed but the timing sits behind a leadership review"", ""Competitive evaluation is down to two vendors"", ""Procurement requires an executive sponsor before paperwork moves""]","[""Share the ROI model with finance"", ""Confirm the security questionnaire owner""]",Advanced,"[""CNT-2054"", ""CNT-2056"", ""CNT-2053""]","[""USR-3006""]"
MTG-6070,ACC-1013,DL-4032,USR-3006,Astra Manufacturing / Intellia Discovery,Discovery,2026-05-31 15:00:00,2026-05-31 15:45:00,45,Google Meet,Completed,Align business outcome goals with the executive sponsor,Competitive evaluation is down to two vendors. Circulate pilot success criteria for sign-off.,"[""Champion is willing to socialize the business case internally"", ""The data team wants incremental sync rather than full refresh"", ""Procurement requires an executive sponsor before paperwork moves""]","[""Send the mutual action plan by end of week"", ""Confirm the security questionnaire owner""]",Slipped,"[""CNT-2053""]","[""USR-3006""]"
MTG-6071,ACC-1013,DL-4152,USR-3002,Astra Manufacturing / Intellia Internal Sync,Internal Sync,2026-09-19 17:30:00,2026-09-19 18:15:00,45,Zoom,Scheduled,Review the pilot results and agree next steps,,[],[],,"[""CNT-2054""]","[""USR-3002""]"
MTG-6072,ACC-1013,DL-4152,USR-3006,Astra Manufacturing / Intellia Negotiation,Negotiation,2026-07-23 16:00:00,2026-07-23 16:45:00,45,Customer site,Completed,Quarterly business review and adoption update,Competitive evaluation is down to two vendors. Schedule the executive alignment call.,"[""Procurement requires an executive sponsor before paperwork moves"", ""Adoption is concentrated in two teams; the rest of the org has not onboarded"", ""Competitive evaluation is down to two vendors""]","[""Send the mutual action plan by end of week"", ""Get procurement paperwork started""]",No decision,"[""CNT-2054"", ""CNT-2053"", ""CNT-2055""]","[""USR-3006""]"
MTG-6073,ACC-1014,DL-4093,USR-3007,Velocity Cloud / Intellia Discovery,Discovery,2026-09-23 13:00:00,2026-09-23 13:30:00,30,Google Meet,Scheduled,"Walk through pricing, packaging and the ramp plan",,[],[],,"[""CNT-2059"", ""CNT-2060"", ""CNT-2061""]","[""USR-3007""]"
MTG-6074,ACC-1014,DL-4153,USR-3007,Velocity Cloud / Intellia QBR,QBR,2026-07-25 09:30:00,2026-07-25 10:30:00,60,Zoom,Completed,Quarterly business review and adoption update,Procurement requires an executive sponsor before paperwork moves. Send the mutual action plan by end of week.,"[""Competitive evaluation is down to two vendors"", ""Procurement requires an executive sponsor before paperwork moves"", ""Adoption is concentrated in two teams; the rest of the org has not onboarded""]","[""Schedule the executive alignment call"", ""Get procurement paperwork started""]",Held,"[""CNT-2060"", ""CNT-2057""]","[""USR-3007""]"
MTG-6075,ACC-1014,DL-4033,USR-3005,Velocity Cloud / Intellia Discovery,Discovery,2026-08-06 17:00:00,2026-08-06 17:45:00,45,Google Meet,Completed,Validate the data connector and custom signal mapping,Security review is the critical path item. Circulate pilot success criteria for sign-off.,"[""Forecast accuracy is the metric leadership actually cares about"", ""Champion is willing to socialize the business case internally"", ""Security review is the critical path item""]","[""Send the mutual action plan by end of week"", ""Confirm the security questionnaire owner""]",Advanced,"[""CNT-2057"", ""CNT-2058""]","[""USR-3005""]"
MTG-6076,ACC-1014,DL-4093,USR-3007,Velocity Cloud / Intellia Internal Sync,Internal Sync,2026-07-04 12:00:00,2026-07-04 12:45:00,45,Microsoft Teams,Completed,Confirm the security review timeline and owners,Adoption is concentrated in two teams; the rest of the org has not onboarded. Schedule the executive alignment call.,"[""Adoption is concentrated in two teams; the rest of the org has not onboarded"", ""Budget is committed but the timing sits behind a leadership review"", ""The data team wants incremental sync rather than full refresh""]","[""Schedule the executive alignment call"", ""Send the mutual action plan by end of week""]",Advanced,"[""CNT-2061"", ""CNT-2059""]","[""USR-3007""]"
MTG-6077,ACC-1015,DL-4034,USR-3009,Horizon Ventures / Intellia Negotiation,Negotiation,2026-07-27 10:00:00,2026-07-27 11:00:00,60,Microsoft Teams,Completed,Confirm the security review timeline and owners,Champion is willing to socialize the business case internally. Share the ROI model with finance.,"[""Budget is committed but the timing sits behind a leadership review"", ""Procurement requires an executive sponsor before paperwork moves"", ""Champion is willing to socialize the business case internally""]","[""Get procurement paperwork started"", ""Send the mutual action plan by end of week""]",Advanced,"[""CNT-2065"", ""CNT-2064""]","[""USR-3009""]"
MTG-6078,ACC-1015,DL-4034,USR-3009,Horizon Ventures / Intellia Demo,Demo,2026-05-05 08:30:00,2026-05-05 09:00:00,30,Customer site,Completed,"Walk through pricing, packaging and the ramp plan",Budget is committed but the timing sits behind a leadership review. Schedule the executive alignment call.,"[""Budget is committed but the timing sits behind a leadership review"", ""Security review is the critical path item"", ""Procurement requires an executive sponsor before paperwork moves""]","[""Schedule the executive alignment call"", ""Get procurement paperwork started""]",Slipped,"[""CNT-2063""]","[""USR-3009""]"
MTG-6079,ACC-1015,DL-4034,USR-3009,Horizon Ventures / Intellia Negotiation,Negotiation,2026-09-27 13:30:00,2026-09-27 14:00:00,30,Customer site,Scheduled,Quarterly business review and adoption update,,[],[],,"[""CNT-2065"", ""CNT-2064""]","[""USR-3009""]"
MTG-6080,ACC-1015,DL-4094,USR-3009,Horizon Ventures / Intellia Demo,Demo,2026-09-22 11:30:00,2026-09-22 12:15:00,45,Customer site,Scheduled,Review the pilot results and agree next steps,,[],[],,"[""CNT-2065"", ""CNT-2064""]","[""USR-3009""]"
MTG-6081,ACC-1015,DL-4034,USR-3009,Horizon Ventures / Intellia Internal Sync,Internal Sync,2026-04-23 12:00:00,2026-04-23 12:30:00,30,Microsoft Teams,Completed,Technical deep dive on forecast accuracy,Adoption is concentrated in two teams; the rest of the org has not onboarded. Share the ROI model with finance.,"[""Forecast accuracy is the metric leadership actually cares about"", ""Budget is committed but the timing sits behind a leadership review"", ""Adoption is concentrated in two teams; the rest of the org has not onboarded""]","[""Share the ROI model with finance"", ""Schedule the executive alignment call""]",Held,"[""CNT-2063""]","[""USR-3009""]"
MTG-6082,ACC-1015,DL-4154,USR-3009,Horizon Ventures / Intellia Technical Validation,Technical Validation,2026-05-22 11:30:00,2026-05-22 12:30:00,60,Microsoft Teams,Completed,Validate the data connector and custom signal mapping,Competitive evaluation is down to two vendors. Confirm the security questionnaire owner.,"[""Procurement requires an executive sponsor before paperwork moves"", ""The data team wants incremental sync rather than full refresh"", ""Competitive evaluation is down to two vendors""]","[""Confirm the security questionnaire owner"", ""Get procurement paperwork started""]",Slipped,"[""CNT-2063"", ""CNT-2065"", ""CNT-2064""]","[""USR-3009""]"
MTG-6083,ACC-1016,DL-4155,USR-3010,Pinnacle Software / Intellia Demo,Demo,2026-06-29 10:00:00,2026-06-29 10:45:00,45,Microsoft Teams,Completed,Confirm the security review timeline and owners,Budget is committed but the timing sits behind a leadership review. Get procurement paperwork started.,"[""Champion is willing to socialize the business case internally"", ""Competitive evaluation is down to two vendors"", ""Forecast accuracy is the metric leadership actually cares about""]","[""Schedule the executive alignment call"", ""Circulate pilot success criteria for sign-off""]",No decision,"[""CNT-2066"", ""CNT-2067"", ""CNT-2068""]","[""USR-3010""]"
MTG-6084,ACC-1016,DL-4095,USR-3010,Pinnacle Software / Intellia Internal Sync,Internal Sync,2026-06-04 10:30:00,2026-06-04 11:00:00,30,Microsoft Teams,Completed,Technical deep dive on forecast accuracy,Champion is willing to socialize the business case internally. Circulate pilot success criteria for sign-off.,"[""Adoption is concentrated in two teams; the rest of the org has not onboarded"", ""Champion is willing to socialize the business case internally"", ""Security review is the critical path item""]","[""Get procurement paperwork started"", ""Confirm the security questionnaire owner""]",Slipped,"[""CNT-2066"", ""CNT-2068"", ""CNT-2069""]","[""USR-3010""]"
MTG-6085,ACC-1016,DL-4155,USR-3010,Pinnacle Software / Intellia Technical Validation,Technical Validation,2026-05-14 14:30:00,2026-05-14 15:30:00,60,Zoom,Completed,Confirm the security review timeline and owners,Security review is the critical path item. Share the ROI model with finance.,"[""The data team wants incremental sync rather than full refresh"", ""Adoption is concentrated in two teams; the rest of the org has not onboarded"", ""Competitive evaluation is down to two vendors""]","[""Confirm the security questionnaire owner"", ""Schedule the executive alignment call""]",No decision,"[""CNT-2066"", ""CNT-2069""]","[""USR-3010""]"
MTG-6086,ACC-1016,DL-4155,USR-3010,Pinnacle Software / Intellia Negotiation,Negotiation,2026-07-14 11:00:00,2026-07-14 11:45:00,45,Google Meet,Completed,Validate the data connector and custom signal mapping,Champion is willing to socialize the business case internally. Get procurement paperwork started.,"[""Security review is the critical path item"", ""Forecast accuracy is the metric leadership actually cares about"", ""Procurement requires an executive sponsor before paperwork moves""]","[""Share the ROI model with finance"", ""Send the mutual action plan by end of week""]",Slipped,"[""CNT-2067"", ""CNT-2066""]","[""USR-3010""]"
MTG-6087,ACC-1016,DL-4155,USR-3010,Pinnacle Software / Intellia Internal Sync,Internal Sync,2026-08-25 11:00:00,2026-08-25 11:30:00,30,Customer site,Scheduled,Confirm the security review timeline and owners,,[],[],,"[""CNT-2066"", ""CNT-2069"", ""CNT-2067""]","[""USR-3010""]"
MTG-6088,ACC-1017,DL-4156,USR-3011,Aether Digital / Intellia Renewal Review,Renewal Review,2026-09-05 10:30:00,2026-09-05 11:00:00,30,Google Meet,Scheduled,Quarterly business review and adoption update,,[],[],,"[""CNT-2071"", ""CNT-2072""]","[""USR-3011""]"
MTG-6089,ACC-1017,DL-4156,USR-3011,Aether Digital / Intellia Internal Sync,Internal Sync,2026-09-17 13:30:00,2026-09-17 14:00:00,30,Microsoft Teams,Scheduled,Confirm the security review timeline and owners,,[],[],,"[""CNT-2070"", ""CNT-2072"", ""CNT-2071""]","[""USR-3011""]"
MTG-6090,ACC-1017,DL-4036,USR-3011,Aether Digital / Intellia Technical Validation,Technical Validation,2026-05-17 10:30:00,2026-05-17 11:30:00,60,Microsoft Teams,Completed,Align business outcome goals with the executive sponsor,The data team wants incremental sync rather than full refresh. Schedule the executive alignment call.,"[""Competitive evaluation is down to two vendors"", ""Adoption is concentrated in two teams; the rest of the org has not onboarded"", ""The data team wants incremental sync rather than full refresh""]","[""Confirm the security questionnaire owner"", ""Schedule the executive alignment call""]",No decision,"[""CNT-2070"", ""CNT-2071"", ""CNT-2072""]","[""USR-3011""]"
MTG-6091,ACC-1017,DL-4096,USR-3011,Aether Digital / Intellia QBR,QBR,2026-09-08 09:00:00,2026-09-08 09:45:00,45,Microsoft Teams,Scheduled,Validate the data connector and custom signal mapping,,[],[],,"[""CNT-2071""]","[""USR-3011""]"
MTG-6092,ACC-1017,DL-4096,USR-3011,Aether Digital / Intellia Negotiation,Negotiation,2026-09-24 11:00:00,2026-09-24 12:00:00,60,Google Meet,Scheduled,Align business outcome goals with the executive sponsor,,[],[],,"[""CNT-2071""]","[""USR-3011""]"
MTG-6093,ACC-1017,DL-4156,USR-3011,Aether Digital / Intellia Negotiation,Negotiation,2026-07-16 10:00:00,2026-07-16 10:30:00,30,Customer site,Completed,"Walk through pricing, packaging and the ramp plan",Procurement requires an executive sponsor before paperwork moves. Circulate pilot success criteria for sign-off.,"[""Champion is willing to socialize the business case internally"", ""Security review is the critical path item"", ""Procurement requires an executive sponsor before paperwork moves""]","[""Share the ROI model with finance"", ""Confirm the security questionnaire owner""]",No decision,"[""CNT-2071"", ""CNT-2070""]","[""USR-3011""]"
MTG-6094,ACC-1018,DL-4037,USR-3012,Lumina Health / Intellia QBR,QBR,2026-09-19 17:00:00,2026-09-19 18:00:00,60,Google Meet,Scheduled,Review the pilot results and agree next steps,,[],[],,"[""CNT-2079"", ""CNT-2075"", ""CNT-2078""]","[""USR-3012""]"
MTG-6095,ACC-1018,DL-4037,USR-3012,Lumina Health / Intellia Discovery,Discovery,2026-08-09 09:30:00,2026-08-09 10:00:00,30,Customer site,Completed,Align business outcome goals with the executive sponsor,Procurement requires an executive sponsor before paperwork moves. Send the mutual action plan by end of week.,"[""The data team wants incremental sync rather than full refresh"", ""Budget is committed but the timing sits behind a leadership review"", ""Forecast accuracy is the metric leadership actually cares about""]","[""Send the mutual action plan by end of week"", ""Circulate pilot success criteria for sign-off""]",No decision,"[""CNT-2077"", ""CNT-2075""]","[""USR-3012""]"
MTG-6096,ACC-1018,DL-4097,USR-3012,Lumina Health / Intellia Executive Briefing,Executive Briefing,2026-08-13 12:00:00,2026-08-13 13:00:00,60,Microsoft Teams,Scheduled,Validate the data connector and custom signal mapping,,[],[],,"[""CNT-2075"", ""CNT-2079"", ""CNT-2077""]","[""USR-3012""]"
MTG-6097,ACC-1018,DL-4157,USR-3010,Lumina Health / Intellia QBR,QBR,2026-09-25 12:30:00,2026-09-25 13:30:00,60,Customer site,Scheduled,"Renewal scope, timing and expansion options",,[],[],,"[""CNT-2076""]","[""USR-3010""]"
MTG-6098,ACC-1018,DL-4037,USR-3012,Lumina Health / Intellia Executive Briefing,Executive Briefing,2026-09-09 15:00:00,2026-09-09 15:30:00,30,Google Meet,Scheduled,Review the pilot results and agree next steps,,[],[],,"[""CNT-2075"", ""CNT-2077""]","[""USR-3012""]"
MTG-6099,ACC-1018,DL-4157,USR-3012,Lumina Health / Intellia Negotiation,Negotiation,2026-04-24 16:30:00,2026-04-24 17:30:00,60,Zoom,Completed,Technical deep dive on forecast accuracy,Procurement requires an executive sponsor before paperwork moves. Share the ROI model with finance.,"[""Procurement requires an executive sponsor before paperwork moves"", ""The data team wants incremental sync rather than full refresh"", ""Security review is the critical path item""]","[""Get procurement paperwork started"", ""Circulate pilot success criteria for sign-off""]",Held,"[""CNT-2075""]","[""USR-3012""]"
MTG-6100,ACC-1019,DL-4158,USR-3013,Crest Solutions / Intellia Technical Validation,Technical Validation,2026-07-07 13:00:00,2026-07-07 13:45:00,45,Customer site,Completed,Review the pilot results and agree next steps,Security review is the critical path item. Confirm the security questionnaire owner.,"[""Security review is the critical path item"", ""Adoption is concentrated in two teams; the rest of the org has not onboarded"", ""Competitive evaluation is down to two vendors""]","[""Circulate pilot success criteria for sign-off"", ""Send the mutual action plan by end of week""]",Advanced,"[""CNT-2081"", ""CNT-2083""]","[""USR-3013""]"
MTG-6101,ACC-1019,DL-4158,USR-3013,Crest Solutions / Intellia Demo,Demo,2026-06-16 14:00:00,2026-06-16 14:45:00,45,Microsoft Teams,Completed,"Walk through pricing, packaging and the ramp plan",Forecast accuracy is the metric leadership actually cares about. Share the ROI model with finance.,"[""Forecast accuracy is the metric leadership actually cares about"", ""Procurement requires an executive sponsor before paperwork moves"", ""Security review is the critical path item""]","[""Confirm the security questionnaire owner"", ""Send the mutual action plan by end of week""]",Held,"[""CNT-2082"", ""CNT-2084""]","[""USR-3013""]"
MTG-6102,ACC-1019,DL-4098,USR-3013,Crest Solutions / Intellia QBR,QBR,2026-05-24 13:00:00,2026-05-24 13:30:00,30,Zoom,Completed,"Walk through pricing, packaging and the ramp plan",Champion is willing to socialize the business case internally. Get procurement paperwork started.,"[""The data team wants incremental sync rather than full refresh"", ""Forecast accuracy is the metric leadership actually cares about"", ""Champion is willing to socialize the business case internally""]","[""Share the ROI model with finance"", ""Get procurement paperwork started""]",Advanced,"[""CNT-2081""]","[""USR-3013""]"
MTG-6103,ACC-1019,DL-4098,USR-3013,Crest Solutions / Intellia Renewal Review,Renewal Review,2026-08-10 14:00:00,2026-08-10 14:30:00,30,Microsoft Teams,Completed,Quarterly business review and adoption update,Adoption is concentrated in two teams; the rest of the org has not onboarded. Share the ROI model with finance.,"[""Champion is willing to socialize the business case internally"", ""Procurement requires an executive sponsor before paperwork moves"", ""Budget is committed but the timing sits behind a leadership review""]","[""Confirm the security questionnaire owner"", ""Send the mutual action plan by end of week""]",Slipped,"[""CNT-2084""]","[""USR-3013""]"
MTG-6104,ACC-1020,DL-4099,USR-3001,Trident Corp / Intellia Negotiation,Negotiation,2026-07-29 17:00:00,2026-07-29 17:30:00,30,Google Meet,Completed,Review the pilot results and agree next steps,Competitive evaluation is down to two vendors. Confirm the security questionnaire owner.,"[""Budget is committed but the timing sits behind a leadership review"", ""Forecast accuracy is the metric leadership actually cares about"", ""Adoption is concentrated in two teams; the rest of the org has not onboarded""]","[""Send the mutual action plan by end of week"", ""Get procurement paperwork started""]",Slipped,"[""CNT-2088""]","[""USR-3001""]"
MTG-6105,ACC-1020,DL-4039,USR-3001,Trident Corp / Intellia QBR,QBR,2026-06-14 10:30:00,2026-06-14 11:00:00,30,Microsoft Teams,Completed,"Renewal scope, timing and expansion options",Forecast accuracy is the metric leadership actually cares about. Circulate pilot success criteria for sign-off.,"[""Budget is committed but the timing sits behind a leadership review"", ""Forecast accuracy is the metric leadership actually cares about"", ""Competitive evaluation is down to two vendors""]","[""Share the ROI model with finance"", ""Confirm the security questionnaire owner""]",Advanced,"[""CNT-2088"", ""CNT-2087"", ""CNT-2086""]","[""USR-3001""]"
MTG-6106,ACC-1020,DL-4159,USR-3001,Trident Corp / Intellia Demo,Demo,2026-09-22 09:00:00,2026-09-22 09:45:00,45,Google Meet,Scheduled,Quarterly business review and adoption update,,[],[],,"[""CNT-2088""]","[""USR-3001""]"
MTG-6107,ACC-1020,DL-4159,USR-3001,Trident Corp / Intellia Technical Validation,Technical Validation,2026-05-16 11:30:00,2026-05-16 12:30:00,60,Microsoft Teams,Completed,Validate the data connector and custom signal mapping,Champion is willing to socialize the business case internally. Get procurement paperwork started.,"[""Forecast accuracy is the metric leadership actually cares about"", ""Procurement requires an executive sponsor before paperwork moves"", ""Adoption is concentrated in two teams; the rest of the org has not onboarded""]","[""Get procurement paperwork started"", ""Send the mutual action plan by end of week""]",Advanced,"[""CNT-2088"", ""CNT-2086""]","[""USR-3001""]"
MTG-6108,ACC-1020,DL-4099,USR-3001,Trident Corp / Intellia Negotiation,Negotiation,2026-07-14 10:30:00,2026-07-14 11:00:00,30,Microsoft Teams,Completed,Technical deep dive on forecast accuracy,Competitive evaluation is down to two vendors. Circulate pilot success criteria for sign-off.,"[""Champion is willing to socialize the business case internally"", ""Security review is the critical path item"", ""Forecast accuracy is the metric leadership actually cares about""]","[""Share the ROI model with finance"", ""Send the mutual action plan by end of week""]",Slipped,"[""CNT-2086"", ""CNT-2088"", ""CNT-2087""]","[""USR-3001""]"
MTG-6109,ACC-1021,DL-4040,USR-3002,Beacon Utilities / Intellia QBR,QBR,2026-05-14 16:30:00,2026-05-14 17:00:00,30,Microsoft Teams,Completed,Validate the data connector and custom signal mapping,Security review is the critical path item. Confirm the security questionnaire owner.,"[""Adoption is concentrated in two teams; the rest of the org has not onboarded"", ""Procurement requires an executive sponsor before paperwork moves"", ""Budget is committed but the timing sits behind a leadership review""]","[""Schedule the executive alignment call"", ""Send the mutual action plan by end of week""]",Advanced,"[""CNT-2090""]","[""USR-3002""]"
MTG-6110,ACC-1021,DL-4160,USR-3002,Beacon Utilities / Intellia Demo,Demo,2026-04-27 09:00:00,2026-04-27 09:30:00,30,Zoom,Completed,Technical deep dive on forecast accuracy,Adoption is concentrated in two teams; the rest of the org has not onboarded. Share the ROI model with finance.,"[""Competitive evaluation is down to two vendors"", ""The data team wants incremental sync rather than full refresh"", ""Champion is willing to socialize the business case internally""]","[""Send the mutual action plan by end of week"", ""Schedule the executive alignment call""]",Held,"[""CNT-2089"", ""CNT-2091""]","[""USR-3002""]"
MTG-6111,ACC-1021,DL-4160,USR-3001,Beacon Utilities / Intellia QBR,QBR,2026-08-07 11:00:00,2026-08-07 11:30:00,30,Google Meet,Completed,Align business outcome goals with the executive sponsor,The data team wants incremental sync rather than full refresh. Share the ROI model with finance.,"[""Budget is committed but the timing sits behind a leadership review"", ""The data team wants incremental sync rather than full refresh"", ""Competitive evaluation is down to two vendors""]","[""Get procurement paperwork started"", ""Schedule the executive alignment call""]",Slipped,"[""CNT-2090"", ""CNT-2092""]","[""USR-3001""]"
MTG-6112,ACC-1021,DL-4100,USR-3002,Beacon Utilities / Intellia Discovery,Discovery,2026-09-04 11:00:00,2026-09-04 11:30:00,30,Google Meet,Scheduled,Confirm the security review timeline and owners,,[],[],,"[""CNT-2092""]","[""USR-3002""]"
MTG-6113,ACC-1021,DL-4040,USR-3002,Beacon Utilities / Intellia Executive Briefing,Executive Briefing,2026-08-15 13:30:00,2026-08-15 14:30:00,60,Zoom,Scheduled,Review the pilot results and agree next steps,,[],[],,"[""CNT-2089"", ""CNT-2092"", ""CNT-2090""]","[""USR-3002""]"
MTG-6114,ACC-1022,DL-4101,USR-3005,Core Networks / Intellia Renewal Review,Renewal Review,2026-08-19 13:30:00,2026-08-19 14:00:00,30,Microsoft Teams,Scheduled,Validate the data connector and custom signal mapping,,[],[],,"[""CNT-2095""]","[""USR-3005""]"
MTG-6115,ACC-1022,DL-4041,USR-3005,Core Networks / Intellia Renewal Review,Renewal Review,2026-06-21 17:00:00,2026-06-21 18:00:00,60,Zoom,Completed,Validate the data connector and custom signal mapping,Procurement requires an executive sponsor before paperwork moves. Circulate pilot success criteria for sign-off.,"[""Competitive evaluation is down to two vendors"", ""The data team wants incremental sync rather than full refresh"", ""Budget is committed but the timing sits behind a leadership review""]","[""Share the ROI model with finance"", ""Get procurement paperwork started""]",Held,"[""CNT-2097"", ""CNT-2095""]","[""USR-3005""]"
MTG-6116,ACC-1022,DL-4101,USR-3005,Core Networks / Intellia Executive Briefing,Executive Briefing,2026-07-19 17:00:00,2026-07-19 17:45:00,45,Google Meet,Completed,Confirm the security review timeline and owners,Competitive evaluation is down to two vendors. Confirm the security questionnaire owner.,"[""Champion is willing to socialize the business case internally"", ""Forecast accuracy is the metric leadership actually cares about"", ""Competitive evaluation is down to two vendors""]","[""Send the mutual action plan by end of week"", ""Share the ROI model with finance""]",Advanced,"[""CNT-2093"", ""CNT-2098""]","[""USR-3005""]"
MTG-6117,ACC-1022,DL-4161,USR-3005,Core Networks / Intellia Negotiation,Negotiation,2026-04-30 17:00:00,2026-04-30 17:30:00,30,Microsoft Teams,Completed,"Renewal scope, timing and expansion options",Champion is willing to socialize the business case internally. Confirm the security questionnaire owner.,"[""The data team wants incremental sync rather than full refresh"", ""Procurement requires an executive sponsor before paperwork moves"", ""Budget is committed but the timing sits behind a leadership review""]","[""Circulate pilot success criteria for sign-off"", ""Share the ROI model with finance""]",Slipped,"[""CNT-2096""]","[""USR-3005""]"
MTG-6118,ACC-1022,DL-4161,USR-3005,Core Networks / Intellia Executive Briefing,Executive Briefing,2026-07-19 13:30:00,2026-07-19 14:15:00,45,Zoom,Completed,Technical deep dive on forecast accuracy,Security review is the critical path item. Share the ROI model with finance.,"[""Adoption is concentrated in two teams; the rest of the org has not onboarded"", ""Competitive evaluation is down to two vendors"", ""Procurement requires an executive sponsor before paperwork moves""]","[""Confirm the security questionnaire owner"", ""Get procurement paperwork started""]",No decision,"[""CNT-2097"", ""CNT-2096""]","[""USR-3005""]"
MTG-6119,ACC-1022,DL-4161,USR-3005,Core Networks / Intellia Negotiation,Negotiation,2026-06-17 17:00:00,2026-06-17 17:30:00,30,Customer site,Completed,Technical deep dive on forecast accuracy,Security review is the critical path item. Confirm the security questionnaire owner.,"[""The data team wants incremental sync rather than full refresh"", ""Competitive evaluation is down to two vendors"", ""Champion is willing to socialize the business case internally""]","[""Circulate pilot success criteria for sign-off"", ""Send the mutual action plan by end of week""]",Advanced,"[""CNT-2095"", ""CNT-2093"", ""CNT-2094""]","[""USR-3005""]"
MTG-6120,ACC-1023,DL-4102,USR-3006,Echelon Labs / Intellia Executive Briefing,Executive Briefing,2026-05-01 08:30:00,2026-05-01 09:15:00,45,Customer site,Completed,Review the pilot results and agree next steps,Champion is willing to socialize the business case internally. Get procurement paperwork started.,"[""The data team wants incremental sync rather than full refresh"", ""Security review is the critical path item"", ""Adoption is concentrated in two teams; the rest of the org has not onboarded""]","[""Schedule the executive alignment call"", ""Get procurement paperwork started""]",Advanced,"[""CNT-2102"", ""CNT-2100""]","[""USR-3006""]"
